MasterID,TeluguNo,EnglishNo,TamilNo,HindiNo,TeluguTitle,EnglishTitle,TamilTitle,HindiTitle
146,146,146,0,0,సర్వముపై యేసు రాజ్యమేలున్,Sarwamupai yesu rajyamelun,,
147,147,147,0,0,యేసు ప్రభూ గద్దెపైనున్న,Yesuprabhoo gaddepainunna,,
148,148,148,0,0,అత్యంత సుందరుండును,Atyantha sundarundunu,,
149,149,149,0,0,ఆ ముండ్ల కిరీటం బోయెను,Aa mundla kireetam boyenu,,
150,150,150,0,0,నమస్కరింప రండి,Namaskarimpa randi,,
151,151,151,0,0,"శుద్ధి, శుద్ధి, శుద్ధి! సర్వశక్తి ప్రభు!","Shudhi, Shudhi, Shudhi",,
152,152,152,133,225,నీ జల్దరు వృక్షపు నీడలలో,Nee jaldaru vrukshapu,அவர் நிழலில் வாஞ்சையுடன் அமர்ந்து,"तेरे सेब वृक्ष की छाया में मैं, अब आनन्द से परिपूर्ण हो गया,"
153,153,153,708,372,యేసు నంగీకరించితి దైవపుత్రుడ,Yesu nangeekarinchiti daiva,இயேசுவை ஏற்றுக் கொண்டேன்—தேவ புத்திரனுமானேன் 2,"यीशु को ग्रहण किया, मैं, ईश्वर का पुत्र हुआ,"
154,154,154,31,217,దేవా నా ప్రభువా నిను గూర్చి,Devaa naa prabhuvaa ninu goorchi,என் தேவனாகிய கர்த்தாவே 2,प्रभुजी तेरे बारे में अब ... मेरा हृदय उमण्ड रहा है
155,155,155,321,257,ప్రభుయేసు నాకై నీ సర్వము,Prabhu yesu naakai nee,இயேசு இரட்சகரே எனக்காக நீர் யாவுமிழந்தீர்,"यीशु प्रभु तू ने सब कुछ मेरे लिए दिया,"
156,156,156,187,90,పావనుడా మా ప్రభువా,Paavanudaa maa prabhuvaa,உன்னதத்தின் பரிசுத்தரே—உம் இரட்சிப்புக்காய் ஸ்தோத்திரங்கள்,"पवित्र प्रभुजी मेरे, स्तुति हो उद्धार के लिए"
157,157,157,188,213,యేసూ నన్ ప్రేమించితివి,Yesu nan preminchitivi,இயேசு என்னை நேசித்தார்—பாசத்தோடு இரட்சித்தார்,"यीशु तू ने किया प्यार, कोई न था तारणहार,"
158,158,158,0,146,ప్రభువా నీదు ఘననామమున్,Prabhuvaa needu ghana,,"यीशु जी तेरे महान नाम की बड़ाई,"
159,159,159,246,138,ప్రేమ నమ్మకముగల పరలోక,Prema nammakamugala,அன்பும் உண்மையும் உள்ள பரலோக பிதா,"प्रेमी विश्वास योग्य परमेश्वर पिता, दिया अपने पुत्र को,"
160,160,160,248,105,ఓ ప్రభువా యిది నీ కృపయే,O prabhuvaa idi nee,ஆண்டவரே இதுஉம் கிருபையே,हे प्रभु तेरा अनुग्रह है ... बड़े धन से यह हुआ है
161,161,161,247,137,ప్రేమగల మా ప్రభువా,Prema gala maa,அன்புள்ள ஆண்டவரே,"प्रेमी ईश्वर प्रेम तू है, प्रेम तेरा सच्चा है"
162,162,162,148,200,ఆరాధించెద నిను మది,Aaraadhincheda ninu madi,ஆராதனை செய்து உம் புகழ்பாடி,"आराधना करूँ मैं दिल से भजूँगा, ... सनातन तक तेरी स्तुति करूँगा"
163,163,163,268,218,రుచిచూచి ఎరిగితిని,Ruchi choochi erigitini,ருசிபார்த்து அறிந்து கொண்டேன்,"चखकर मैं ने जाना है, यहोवा कैसा है भला,"
164,164,164,195,153,నీదు విశ్వాస్యత మా,Needu viswasyatha maa,ஆண்டவர் இயேசுNவு உமதுண்மை (2),"तेरी विश्वासयोग्यता प्रभु यीशु,"
165,165,165,272,144,సన్నుతించెదను ఎల్లప్పుడు,Sannuthinchedanu ellappudu,ஸ்தோத்திரித்திடுவேன் எக்காலமும்,हर समय स्तुति करता रहूँगा
166,166,166,212,172,దేవునికే మహిమ,Devunike mahima yuga,தேவனுக்கே மகிமை 2,ईश्वर की महिमा (2)
167,167,167,134,13,ఆశ్చర్యకరుడ వీవే,Aashcharya karuda vive,அதிசயமானவரே 2,"हे यहोवा तू अद्भुत है, (2)"
168,168,168,59,31,నా ప్రాణమా నా సర్వమా,Naa praanamaa naa sarvamaa,என் ஆத்துமாவே கர்த்தரை ஸ்தோத்திரி,"मेरे आत्मा ! प्रभु को धन्य कह ! जो कुछ मुझ में है उसके नामको,"
169,169,169,312,256,గాయములన్ గాయములన్,Gaayamulan gaayamulan,காயப்பட்டார் காயப்பட்டார்,"घायल हुआ, घायल हुआ, मेरे लिए मसीह घायल हुआ"
170,170,170,140,87,దూతగణములెల్ల ఆరాధించిరిగా,Doota ganamulella aaraadhinchiri,சேராபீன்கள் கூட்டம் ஆராதனை செய்து,"सारे स्वर्गीय दूतगण, आराधना करते, कहते प्रभु यहोवा पवित्र,"
171,171,171,259,210,మా ప్రభుయేసు నీవే మా సర్వము,Maa prabhu yesu neeve,கிறிஸ்தேசுவே நீரே என் சர்வமும்,"प्रभु यीशु तू सब में सब कुछ है,"
172,172,172,266,42,ప్రణుతింతుము మా యెహోవా,Pranutinthumu maa Yehovaa,போற்றிடுவோம் எங்கள் தேவா,"हे प्रभावशाली तू ईश्वर,"
173,173,173,146,131,అసమానుండగు ఓ క్రీస్తు,Asamanundagu oh kristu,நிகரில்லா கிறிஸ்தேசுவே,"अनोखा है तू मसीहा, अद्वितीय ईश्वर तू है,"
